,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,property_valuation,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Rank,Value,geo_address,latitude,longitude
4752,Mikol,Eck,Male,99,1975-07-25,VP Marketing,Financial Services,Mass Customer,N,Yes,21,9,0.9,1.125,1.40625,1.1953125,748,0.65078125,"Cornubia, Greater Brisbane, 4130, Queensland, Australia",-27.66613666292135,153.2018701505618
4753,Phyllis,Wibberley,Female,7,1971-01-10,Web Designer IV,Retail,Affluent Customer,N,No,11,12,0.83,0.83,1.0375,1.0375,750,0.65,"Lane Cove, Sydney, Lane Cove Municipal Council, 2066, New South Wales, Australia",-33.814083736190476,151.1690533295238
4754,Burt,Vasechkin,Male,33,1950-04-15,Senior Sales Associate,Retail,Mass Customer,N,Yes,20,2,0.49,0.6125,0.6125,0.520625,751,0.648125,"Exford, Melbourne, City of Melton, 3338, Victoria, Australia",-37.7277806575,144.55555229
4755,Adriana,Saundercock,U,20,,Nurse,IT,High Net Worth,N,Yes,14,7,0.51,0.6375,0.6375,0.6375,751,0.648125,"Berwick, Melbourne, City of Casey, 3806, Victoria, Australia",-38.026795677783426,145.3326304413828
4756,Trudie,Phinnessy,Female,45,1960-07-04,,Financial Services,Mass Customer,N,Yes,15,9,0.76,0.95,1.1875,1.009375,751,0.648125,"Werribee, Melbourne, City of Wyndham, 3030, Victoria, Australia",-37.893824220172085,144.69761997566923
4757,Frederigo,Cribbott,Male,35,1965-03-15,Social Worker,Health,Mass Customer,N,No,16,8,1.06,1.06,1.06,0.901,754,0.646,"Homebush, Sydney, Strathfield Municipal Council, 2140, New South Wales, Australia",-33.85978548035714,151.07764425
4758,Glenda,Eliet,Female,87,1974-06-17,Quality Control Specialist,,Mass Customer,N,No,12,7,1.09,1.09,1.3625,1.158125,755,0.64,"Traralgon, City of Latrobe, 3844, Victoria, Australia",-38.1953172238342,146.54181226839378
4759,Darb,,Male,80,1969-06-04,Food Chemist,Health,Affluent Customer,N,No,10,5,0.74,0.74,0.74,0.74,755,0.64,"Zillmere, Brisbane City, 4034, Queensland, Australia",-27.358549205388634,153.03367592074898
4760,Cal,Van den Velde,Male,22,1996-03-18,Senior Sales Associate,Financial Services,Affluent Customer,N,Yes,6,6,0.65,0.8125,0.8125,0.8125,755,0.64,"Noble Park, Melbourne, City of Greater Dandenong, 3174, Victoria, Australia",-37.97490964761904,145.17940894285715
4761,Stephani,Sidsaff,Female,32,1973-09-29,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,6,11,0.7,0.875,1.09375,0.9296875,755,0.64,"Chifley, Sydney, Randwick City Council, 2036, New South Wales, Australia",-33.969569091875,151.237806103125
4762,Meade,Bampton,Male,69,1982-04-25,Health Coach III,Health,High Net Worth,N,No,17,7,0.85,0.85,0.85,0.85,755,0.64,"Cremorne, Sydney, North Sydney Council, 2090, New South Wales, Australia",-33.83030669,151.22585685
4763,Flore,Cashen,Female,79,1978-06-21,,Health,High Net Worth,N,No,17,4,0.51,0.51,0.51,0.51,760,0.6375,"Albury, Albury City Council, 2640, New South Wales, Australia",-36.08442952193627,146.9198178882353
4764,Leighton,Firbanks,Male,51,1973-12-22,Teacher,Retail,Affluent Customer,N,No,21,3,0.4,0.4,0.4,0.4,760,0.6375,"Wynnum, Greater Brisbane, 4178, Queensland, Australia",-27.446093156261952,153.160858438652
4765,Petr,Westman,Male,5,1987-11-02,Nurse Practicioner,Property,Mass Customer,N,No,7,7,0.77,0.77,0.77,0.6545,760,0.6375,"Buderim, Sunshine Coast Regional, 4556, Queensland, Australia",-26.703358515987865,153.06821565524262
4766,Yorgos,Dewhurst,Male,6,1950-09-09,Software Consultant,Argiculture,Affluent Customer,N,No,16,1,1.07,1.07,1.07,1.07,760,0.6375,"Frenchville, Rockhampton Regional, 4701, Queensland, Australia",-23.346988230434782,150.5345745673913
4767,Simmonds,Bapty,Male,52,2002-01-04,Junior Executive,Financial Services,Affluent Customer,N,No,8,12,0.46,0.46,0.5750000000000001,0.5750000000000001,760,0.6375,"Woollahra, Eastern Suburbs, Sydney, Woollahra Municipal Council, 2025, New South Wales, Australia",-33.88767918832808,151.24638639621452
4768,Hagen,MacCarter,Male,93,1983-02-08,,Entertainment,Affluent Customer,N,Yes,15,9,0.46,0.5750000000000001,0.7187500000000001,0.7187500000000001,760,0.6375,"Dingley Village, Melbourne, City of Kingston, 3172, Victoria, Australia",-37.9772334,145.13730513846153
4769,Cazzie,Stanwix,Male,37,1960-10-01,Research Assistant IV,Manufacturing,High Net Worth,N,Yes,11,7,0.57,0.7124999999999999,0.7124999999999999,0.7124999999999999,760,0.6375,"Yandina, Sunshine Coast Regional, 4561, Queensland, Australia",-26.558146393333335,152.95318123333334
4770,Geoff,Gwillym,Male,89,1999-02-22,Clinical Specialist,Health,Affluent Customer,N,No,8,4,0.91,0.91,1.1375,1.1375,760,0.6375,"East Maitland, Newcastle-Maitland, Maitland City Council, 2323, New South Wales, Australia",-32.78429626352941,151.56835419411763
4771,Simonette,,Female,4,1990-04-06,VP Product Management,Manufacturing,Affluent Customer,N,Yes,6,8,0.44,0.55,0.55,0.55,760,0.6375,"Sutherland, Sydney, Sutherland Shire Council, 2232, New South Wales, Australia",-34.03018081297297,151.06119609567568
4772,Deirdre,Sturgeon,Female,11,1965-12-22,VP Sales,Retail,Mass Customer,N,Yes,9,10,1.09,1.3625,1.703125,1.44765625,760,0.6375,"Sutherland, Sydney, Sutherland Shire Council, 2232, New South Wales, Australia",-34.03018081297297,151.06119609567568
4773,Andrea,Pendle,Female,86,1938-08-05,,,High Net Worth,N,Yes,13,6,0.58,0.725,0.90625,0.90625,760,0.6375,"Strathpine, Greater Brisbane, City of Moreton Bay, 4500, Queensland, Australia",-27.303854159375,152.97218043984375
4774,Juliann,Siemantel,Female,86,1947-12-15,Librarian,Entertainment,Mass Customer,N,No,22,8,0.92,0.92,1.15,0.9775,760,0.6375,"Glenroy, Melbourne, City of Merri-bek, 3046, Victoria, Australia",-37.71054439735099,144.9265799536424
4775,Janaye,Eade,Female,23,1984-12-13,Chief Design Engineer,Health,Affluent Customer,N,No,4,3,0.82,0.82,0.82,0.82,760,0.6375,"Hilldale, Dungog Shire Council, 2420, New South Wales, Australia",-32.47453188157895,151.63269203947368
4776,Dylan,Stranio,Male,47,1953-04-02,Project Manager,Manufacturing,High Net Worth,N,Yes,9,8,0.77,0.9625,0.9625,0.9625,773,0.63,"Liverpool, Sydney, Liverpool City Council, 2170, New South Wales, Australia",-33.93054862666666,150.91071889757575
4777,Mel,Rochford,Female,11,1989-07-23,Assistant Professor,Retail,Mass Customer,N,Yes,4,9,0.86,1.075,1.34375,1.1421875,774,0.626875,"Yarraville, Melbourne, City of Maribyrnong, 3013, Victoria, Australia",-37.81578395416667,144.87742741521467
4778,Elvin,Trayhorn,Male,46,1993-06-02,VP Accounting,Financial Services,High Net Worth,N,No,10,10,1.03,1.03,1.2875,1.2875,774,0.626875,"Kurnell, Sydney, Sutherland Shire Council, 2231, New South Wales, Australia",-34.00855865,151.2145179625
4779,Dmitri,Viant,U,62,,Paralegal,Financial Services,Affluent Customer,N,No,5,1,0.86,0.86,0.86,0.86,774,0.626875,"Churchill, City of Latrobe, 3842, Victoria, Australia",-38.313189666666666,146.42242253333333
4780,Sonni,Milligan,Female,73,1988-03-05,Budget/Accounting Analyst III,Retail,Mass Customer,N,Yes,14,9,0.74,0.925,1.15625,0.9828125,774,0.626875,"Mulgrave, Melbourne, City of Monash, 3170, Victoria, Australia",-37.92278395888662,145.17864898181818
4781,Kellina,Haygreen,Female,38,1966-01-19,Librarian,Entertainment,Affluent Customer,N,No,18,10,0.41,0.41,0.5125,0.5125,778,0.625,"Five Dock, Inner West, Sydney, City of Canada Bay Council, 2046, New South Wales, Australia",-33.86407893225806,151.12736497096773
4782,Yuma,Dennick,Male,40,1972-11-10,,Manufacturing,Mass Customer,N,Yes,6,8,0.61,0.7625,0.7625,0.648125,778,0.625,"Warilla, Shellharbour City Council, 2528, New South Wales, Australia",-34.554397119565216,150.85909015217393
4783,Ashleigh,,Female,46,1996-04-05,Budget/Accounting Analyst III,,Mass Customer,N,Yes,6,12,0.55,0.6875,0.859375,0.73046875,780,0.6242187499999999,"Bentleigh, Melbourne, City of Glen Eira, 3204, Victoria, Australia",-37.91795392994186,145.03955651162792
4784,Therese,Brotherhood,Female,30,1981-07-28,Food Chemist,Health,Mass Customer,N,No,10,10,0.58,0.58,0.725,0.61625,780,0.6242187499999999,"Newtown, Inner West, Sydney, Inner West Council, 2042, New South Wales, Australia",-33.89727160526316,151.17829179824562
4785,Pansie,Beccero,Female,35,1964-07-07,Software Test Engineer I,Financial Services,Affluent Customer,N,Yes,10,5,0.61,0.7625,0.7625,0.7625,782,0.6204999999999999,"Deeragun, Townsville City, 4818, Queensland, Australia",-19.253726404081632,146.6833355877551
4786,Reinaldos,Simmig,Male,55,1955-01-15,Nurse Practicioner,Manufacturing,High Net Worth,N,No,8,10,0.6,0.6,0.75,0.75,782,0.6204999999999999,"Ashburton, Melbourne, City of Boroondara, 3147, Victoria, Australia",-37.8637149436,145.0795339408
4787,Calhoun,Mussington,Male,98,1992-10-13,Dental Hygienist,Health,Mass Customer,N,No,12,9,0.72,0.72,0.8999999999999999,0.7649999999999999,782,0.6204999999999999,"Botany, Sydney, Bayside Council, 2019, New South Wales, Australia",-33.94965995,151.20431378333333
4788,Winn,Wells,Male,66,1994-04-12,Analyst Programmer,Manufacturing,Affluent Customer,N,No,9,10,0.96,0.96,1.2,1.2,785,0.62,"Cronulla, Sydney, Sutherland Shire Council, 2230, New South Wales, Australia",-34.05987198148148,151.1487288962963
4789,Rafi,Brettelle,Male,89,1956-08-12,Operator,Health,High Net Worth,N,No,6,10,0.61,0.61,0.7625,0.7625,786,0.61625,"Cabramatta, Sydney, Fairfield City Council, 2166, New South Wales, Australia",-33.89343452013889,150.93903120625
4790,Fey,,Female,48,1957-09-04,Research Nurse,Health,High Net Worth,N,Yes,11,12,0.7,0.875,1.09375,1.09375,786,0.61625,"Ashburton, Melbourne, City of Boroondara, 3147, Victoria, Australia",-37.8637149436,145.0795339408
4791,Verne,Loalday,Male,1,1982-03-20,Marketing Assistant,IT,High Net Worth,N,No,7,10,0.77,0.77,0.9625,0.9625,788,0.6125,"Berowra Heights, Sydney, The Council of the Shire of Hornsby, 2082, New South Wales, Australia",-33.597400171428575,151.14021177142857
4792,Eleonora,Wiszniewski,Female,49,1980-04-23,Financial Advisor,Financial Services,Affluent Customer,N,No,9,2,1.09,1.09,1.09,1.09,788,0.6125,"North Mackay, Mackay Regional, 4740, Queensland, Australia",-21.124333039534886,149.19110012093023
4793,Fayre,Brannigan,Female,32,1992-10-13,Geological Engineer,Manufacturing,Mass Customer,N,Yes,9,10,1.07,1.3375,1.671875,1.42109375,788,0.6125,"Menai, Sydney, Sutherland Shire Council, 2234, New South Wales, Australia",-34.010097261764706,151.02205581176472
4794,Eachelle,Noirel,Female,93,1974-01-26,Registered Nurse,Health,Affluent Customer,N,Yes,11,6,0.99,1.2375,1.546875,1.546875,791,0.612,"Broadmeadow, Newcastle-Maitland, Newcastle City Council, 2292, New South Wales, Australia",-32.92248954444444,151.73100723333332
4795,Carl,Troyes,Male,4,1973-03-12,Associate Professor,Property,Mass Customer,N,No,7,10,0.55,0.55,0.6875,0.584375,791,0.612,"Doncaster East, Melbourne, City of Manningham, 3109, Victoria, Australia",-37.781626107166126,145.16264573941368
4796,Cordie,Brankley,Female,79,1954-09-21,Librarian,Entertainment,High Net Worth,N,No,18,6,0.55,0.55,0.55,0.55,793,0.6109375000000001,"Wiley Park, Sydney, Canterbury-Bankstown Council, 2195, New South Wales, Australia",-33.92223304337748,151.06776786125826
4797,Jackie,Pays,Male,21,1955-11-09,Developer I,Health,Mass Customer,N,No,9,12,0.49,0.49,0.6125,0.520625,794,0.6056249999999999,"Strathfield, Inner West, Sydney, Strathfield Municipal Council, 2135, New South Wales, Australia",-33.87680999230769,151.08876501923078
4798,Carroll,Schlagman,Female,61,1951-08-25,Clinical Specialist,Health,Affluent Customer,N,No,13,9,0.7,0.7,0.875,0.875,795,0.6034999999999999,"Dee Why, Sydney, Northern Beaches Council, 2099, New South Wales, Australia",-33.7493594,151.28604926265822
4799,Frans,Idale,Male,1,1969-10-03,Nurse,Manufacturing,Mass Customer,N,No,10,2,0.93,0.93,0.93,0.7905,795,0.6034999999999999,"Harristown, Toowoomba Regional, 4350, Queensland, Australia",-27.57856169467005,151.93171747648054
4800,Amara,Clow,Female,47,1966-11-17,Biostatistician IV,Financial Services,Mass Customer,N,Yes,13,12,0.56,0.7000000000000001,0.8750000000000001,0.74375,797,0.6,"Kew, Melbourne, City of Boroondara, 3101, Victoria, Australia",-37.80146334467213,145.0350847114754
4801,Anthony,Morison,Male,7,1938-06-08,General Manager,Health,Mass Customer,N,No,12,9,1.03,1.03,1.2875,1.094375,797,0.6,"St Clair, Sydney, Penrith City Council, 2759, New South Wales, Australia",-33.79928876424581,150.79261578731047
4802,Cherye,Stanfield,Female,0,1981-07-05,Environmental Tech,Manufacturing,Affluent Customer,N,No,13,9,0.64,0.64,0.8,0.8,797,0.6,"Umina Beach, Gosford, Central Coast Council, 2256, New South Wales, Australia",-33.524669882467535,151.3101954435065
4803,Ansell,Tolhurst,Male,77,1949-08-11,Chemical Engineer,Manufacturing,Affluent Customer,N,No,22,10,0.95,0.95,1.1875,1.1875,797,0.6,"Sutherland, Sydney, Sutherland Shire Council, 2232, New South Wales, Australia",-34.03018081297297,151.06119609567568
4804,Erminie,Rabidge,Female,64,1982-03-09,,Manufacturing,High Net Worth,N,No,17,8,0.46,0.46,0.46,0.46,801,0.59765625,"Liverpool, Sydney, Liverpool City Council, 2170, New South Wales, Australia",-33.93054862666666,150.91071889757575
4805,Rosene,Beckey,Female,25,1974-05-21,Account Executive,Health,Mass Customer,N,Yes,14,11,1.02,1.275,1.59375,1.3546875,801,0.59765625,"Avalon Beach, Sydney, Northern Beaches Council, 2107, New South Wales, Australia",-33.629076205627356,151.32707744773828
4806,Darlleen,Shalcras,Female,77,1980-09-14,Health Coach I,Health,Mass Customer,N,No,11,10,0.47,0.47,0.5874999999999999,0.4993749999999999,801,0.59765625,"Surry Hills, Sydney, Council of the City of Sydney, 2010, New South Wales, Australia",-33.88344055090909,151.2136974878788
4807,Bryon,Goundry,Male,79,1951-02-05,Marketing Manager,Manufacturing,Mass Customer,N,No,21,5,1.0,1.0,1.0,0.85,804,0.5950000000000001,"Redland Bay, Greater Brisbane, Redland City, 4165, Queensland, Australia",-27.606294488783945,153.2915393033058
4808,Sherwin,Minocchi,Male,71,1947-07-13,Project Manager,,Mass Customer,N,Yes,11,8,0.85,1.0625,1.0625,0.903125,804,0.5950000000000001,"Eurobodalla Shire Council, 2536, New South Wales, Australia",-35.73257328937008,150.1997542472441
4809,Luci,Dyter,Female,12,1952-05-30,Software Test Engineer I,Manufacturing,High Net Worth,N,No,20,7,0.77,0.77,0.77,0.77,804,0.5950000000000001,"Bayles, Melbourne, Shire of Cardinia, 3981, Victoria, Australia",-38.19661928888889,145.5759002
4810,Sloan,Pudney,Male,83,1964-11-10,Junior Executive,Financial Services,Affluent Customer,N,No,16,9,0.68,0.68,0.8500000000000001,0.8500000000000001,804,0.5950000000000001,"Mountain Creek, Sunshine Coast Regional, 4557, Queensland, Australia",-26.71219219115646,153.10621137959185
4811,Otes,Elegood,Male,67,1940-11-25,Programmer III,Financial Services,High Net Worth,N,No,21,11,1.04,1.04,1.3,1.3,808,0.595,"Como, Sydney, Sutherland Shire Council, 2226, New South Wales, Australia",-34.00879439166667,151.06303824722224
4812,Davie,Blay,Male,94,1985-12-19,Financial Analyst,Financial Services,Mass Customer,N,No,8,7,0.59,0.59,0.7374999999999999,0.626875,808,0.595,"Whalan, Sydney, Blacktown City Council, 2770, New South Wales, Australia",-33.75798494819277,150.8146173433735
4813,Dorolice,Osmon,Female,46,1961-01-15,,Financial Services,Affluent Customer,N,No,15,6,1.09,1.09,1.09,1.09,810,0.5874999999999999,"Glenroy, Melbourne, City of Merri-bek, 3046, Victoria, Australia",-37.71054439735099,144.9265799536424
4814,Meade,McReedy,Female,94,1968-11-23,Safety Technician IV,Financial Services,Affluent Customer,N,Yes,9,10,0.78,0.975,1.21875,1.21875,810,0.5874999999999999,"Canterbury, Inner West, Sydney, Canterbury-Bankstown Council, 2193, New South Wales, Australia",-33.91212780691435,151.1208000356037
4815,Rikki,Chaffey,Male,69,1945-06-11,Chemical Engineer,Manufacturing,Mass Customer,N,No,20,1,0.84,0.84,0.84,0.714,810,0.5874999999999999,"Springwood, Greater Brisbane, 4127, Queensland, Australia",-27.623824784782606,153.1342573972826
4816,Adria,Van den Velde,Female,39,1978-07-10,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,9,7,0.51,0.6375,0.6375,0.6375,810,0.5874999999999999,"Central Coast Council, 2261, New South Wales, Australia",-33.35283748787879,151.4686788909091
4817,Dmitri,,Male,72,1991-02-06,,Financial Services,High Net Worth,N,Yes,15,4,1.05,1.3125,1.3125,1.3125,810,0.5874999999999999,"Wodonga, City of Wodonga, 3690, Victoria, Australia",-36.13700631022639,146.87306006393442
4818,Maddalena,Hencke,Female,61,1952-12-09,Help Desk Operator,,High Net Worth,N,No,22,5,0.59,0.59,0.59,0.59,810,0.5874999999999999,"Morningside, Greater Brisbane, 4170, Queensland, Australia",-27.471774994495128,153.07475502107607
4819,Rand,Winchcum,Male,34,2000-04-10,Software Consultant,,Affluent Customer,N,No,3,7,0.99,0.99,0.99,0.99,810,0.5874999999999999,"Toongabbie, Sydney, City of Parramatta Council, 2146, New South Wales, Australia",-33.79022350909091,150.9519681090909
4820,Rowen,Sollas,Male,38,1960-04-23,Dental Hygienist,Health,Mass Customer,N,No,5,8,0.78,0.78,0.78,0.663,817,0.5864999999999999,"Buderim, Sunshine Coast Regional, 4556, Queensland, Australia",-26.703358515987865,153.06821565524262
4821,Boothe,Hayselden,Male,42,1940-05-18,Computer Systems Analyst III,Health,Mass Customer,N,Yes,17,10,0.51,0.6375,0.796875,0.67734375,817,0.5864999999999999,"Merewether, Newcastle-Maitland, Newcastle City Council, 2291, New South Wales, Australia",-32.94342321875,151.750428425
4822,Noak,Sleany,Male,1,1965-05-04,Budget/Accounting Analyst I,Financial Services,Affluent Customer,N,No,17,10,0.5,0.5,0.625,0.625,817,0.5864999999999999,"Richmond, Melbourne, City of Yarra, 3121, Victoria, Australia",-37.82115917059801,145.00181271960133
4823,Callean,Wass,Male,65,1988-12-15,GIS Technical Architect,Financial Services,Affluent Customer,N,No,14,8,0.59,0.59,0.59,0.59,820,0.584375,"Reservoir, Melbourne, City of Darebin, 3073, Victoria, Australia",-37.71534802820513,145.01219166813186
4824,Keelby,Sudlow,Male,96,1988-09-01,Marketing Assistant,Manufacturing,High Net Worth,N,No,12,8,0.83,0.83,1.0375,1.0375,820,0.584375,"Murrumbeena, Melbourne, City of Glen Eira, 3163, Victoria, Australia",-37.889989175784756,145.0660464443946
4825,Rodrique,Vernon,Male,70,1978-08-06,Budget/Accounting Analyst III,Manufacturing,Affluent Customer,N,No,17,8,0.49,0.49,0.49,0.49,820,0.584375,"Noble Park, Melbourne, City of Greater Dandenong, 3174, Victoria, Australia",-37.97490964761904,145.17940894285715
4826,Brod,Attrey,Male,46,1966-11-05,Budget/Accounting Analyst III,,Mass Customer,N,Yes,14,8,0.84,1.05,1.05,0.8925,820,0.584375,"Campsie, Sydney, Canterbury-Bankstown Council, 2194, New South Wales, Australia",-33.91109602142857,151.1022364142857
4827,Manny,Mandy,Male,36,1977-01-28,Account Representative III,Argiculture,Mass Customer,N,No,16,7,0.74,0.74,0.74,0.629,820,0.584375,"South Maclean, Greater Brisbane, 4280, Queensland, Australia",-27.811029426086957,152.97775998043477
4828,Becky,Lassen,Female,11,1973-05-11,Sales Associate,Financial Services,Mass Customer,N,Yes,7,8,0.42,0.525,0.525,0.44625,820,0.584375,"MacMasters Beach, Central Coast Council, 2251, New South Wales, Australia",-33.487733295327104,151.3977225973832
4829,Tessa,Heakey,Female,43,1971-05-31,Senior Financial Analyst,Financial Services,Mass Customer,N,No,9,6,0.67,0.67,0.67,0.5695,820,0.584375,"Harkness, Melbourne, City of Melton, 3337, Victoria, Australia",-37.67046588947368,144.57095109473684
4830,Herbert,Henryson,Male,21,1995-10-10,Marketing Manager,,Mass Customer,N,No,4,9,1.07,1.07,1.3375,1.136875,820,0.584375,"Warilla, Shellharbour City Council, 2528, New South Wales, Australia",-34.554397119565216,150.85909015217393
4831,Cristie,Bence,Female,49,2000-04-17,Automation Specialist II,,High Net Worth,N,No,9,8,0.94,0.94,0.94,0.94,828,0.58,"Mount Gravatt East, Greater Brisbane, 4122, Queensland, Australia",-27.542813476856786,153.09041006805953
4832,Renate,Whyte,Female,60,1963-12-08,Registered Nurse,Health,High Net Worth,N,Yes,15,7,0.48,0.6,0.6,0.6,828,0.58,"Jerrabomberra, Queanbeyan-Palerang Regional Council, 2620, New South Wales, Australia",-35.40155569672131,149.19710846557376
4833,Toma,Woolforde,Female,67,1992-03-09,Cost Accountant,Financial Services,Mass Customer,N,Yes,5,12,0.65,0.8125,1.015625,0.86328125,830,0.5780000000000001,"Seaforth, Sydney, Northern Beaches Council, 2092, New South Wales, Australia",-33.78485550503145,151.24106370251573
4834,Dorie,Dunleavy,Female,24,1962-05-05,Registered Nurse,Health,Affluent Customer,N,No,12,4,0.69,0.69,0.69,0.69,830,0.5780000000000001,"Sebastopol, Ballarat, City of Ballarat, 3356, Victoria, Australia",-37.58964577391304,143.82611413043477
4835,Ellie,Toope,Female,29,1973-08-11,Staff Accountant III,Property,High Net Worth,N,Yes,4,11,0.81,1.0125,1.265625,1.265625,832,0.5750000000000001,"Annangrove, Sydney, The Hills Shire Council, 2156, New South Wales, Australia",-33.67896110666667,150.97742291666668
4836,Leonora,Swetenham,Female,66,1967-10-05,,IT,Mass Customer,N,Yes,10,10,0.71,0.8875,1.109375,0.94296875,832,0.5750000000000001,"Bondi Beach, Sydney, Waverley Council, 2026, New South Wales, Australia",-33.890763394270834,151.2676076510417
4837,Teodor,Mullinder,Male,56,1962-08-26,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,11,5,0.94,0.94,0.94,0.94,832,0.5750000000000001,"Belmont, Geelong, City of Greater Geelong, 3216, Victoria, Australia",-38.17780916218679,144.33467780546695
4838,Jared,Fendlow,Male,79,1963-08-25,Media Manager II,Financial Services,Mass Customer,N,No,15,7,0.61,0.61,0.61,0.5185,832,0.5750000000000001,"Advancetown, Gold Coast City, 4211, Queensland, Australia",-28.02440771293286,153.27420449250883
4839,Porty,Hansed,U,88,,General Manager,IT,Mass Customer,N,No,13,11,0.97,0.97,1.2125,1.030625,832,0.5750000000000001,"Ryde, Sydney, Council of the City of Ryde, 2112, New South Wales, Australia",-33.81396411527778,151.11311020833332
4840,Andy,Deeming,Male,79,1979-01-09,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,Yes,7,8,0.96,1.2,1.2,1.2,832,0.5750000000000001,"Buderim, Sunshine Coast Regional, 4556, Queensland, Australia",-26.703358515987865,153.06821565524262
4841,Monty,Thomazin,Male,7,1951-09-16,Quality Engineer,,Mass Customer,N,Yes,13,10,0.79,0.9875,1.234375,1.04921875,838,0.57375,"Bulleen, Melbourne, City of Manningham, 3105, Victoria, Australia",-37.7722622451074,145.08853773699283
4842,Briano,Janowski,Male,66,1994-07-17,Analyst Programmer,,Mass Customer,N,No,7,8,1.04,1.04,1.04,0.884,838,0.57375,"Lane Cove, Sydney, Lane Cove Municipal Council, 2066, New South Wales, Australia",-33.814083736190476,151.1690533295238
4843,Ginger,,Male,94,1939-02-19,Human Resources Manager,,Mass Customer,N,No,11,8,0.65,0.65,0.8125,0.6906249999999999,840,0.57109375,"Warnervale, Central Coast Council, 2259, New South Wales, Australia",-33.243222411184206,151.45501729210528
4844,Logan,Colomb,Male,74,1948-01-01,Recruiter,,Mass Customer,N,Yes,19,8,0.75,0.9375,0.9375,0.796875,840,0.57109375,"Colebee, Sydney, Blacktown City Council, 2761, New South Wales, Australia",-33.72644150471698,150.85082548867925
4845,Nichols,Devinn,Male,47,1979-09-29,Recruiter,,Affluent Customer,N,No,11,12,0.62,0.62,0.775,0.775,842,0.57,"Killara, Sydney, Ku-ring-gai Council, 2071, New South Wales, Australia",-33.76278130625,151.165543175
4846,Catha,Davitt,Female,79,1958-04-16,Environmental Specialist,Property,High Net Worth,N,Yes,6,7,0.59,0.7374999999999999,0.7374999999999999,0.7374999999999999,843,0.5695,"Narellan, Sydney, Camden Council, 2567, New South Wales, Australia",-34.04271035185185,150.74377934074076
4847,Melosa,McOwan,Female,25,2001-04-17,Compensation Analyst,Financial Services,Mass Customer,N,No,12,9,0.99,0.99,1.2375,1.051875,843,0.5695,"Padstow, Sydney, Canterbury-Bankstown Council, 2211, New South Wales, Australia",-33.95333918770492,151.03303168278688
4848,Maris,Leete,Female,21,1973-04-14,Engineer IV,Retail,Mass Customer,N,No,7,4,0.73,0.73,0.73,0.6204999999999999,845,0.5631250000000001,"Springfield, Greater Brisbane, 4300, Queensland, Australia",-27.652103045369405,152.9046512519251
4849,Wilburt,Padden,Male,22,1994-09-30,Engineer I,Manufacturing,Mass Customer,N,No,3,5,0.83,0.83,0.83,0.7054999999999999,845,0.5631250000000001,"Blacktown, Sydney, Blacktown City Council, 2148, New South Wales, Australia",-33.77459230737705,150.9030975
4850,Rosabelle,Godsmark,Female,60,1995-10-19,Executive Secretary,,Mass Customer,N,Yes,3,8,0.47,0.5874999999999999,0.5874999999999999,0.4993749999999999,845,0.5631250000000001,"Woolloongabba, Greater Brisbane, 4102, Queensland, Australia",-27.49248493049536,153.03796775952011
4851,Guilbert,Bearns,Male,42,1982-10-29,Financial Analyst,Financial Services,Mass Customer,N,Yes,5,8,0.77,0.9625,0.9625,0.818125,845,0.5631250000000001,"Ocean Grove, City of Greater Geelong, 3226, Victoria, Australia",-38.26335595963303,144.51426591376148
4852,Meridith,Urwin,Female,62,1997-03-07,Registered Nurse,Health,High Net Worth,N,Yes,10,7,0.73,0.9125,0.9125,0.9125,845,0.5631250000000001,"Port Macquarie, Port Macquarie-Hastings Council, 2444, New South Wales, Australia",-31.450577566292136,152.88563635337078
4853,Leeland,,Male,66,1957-01-24,VP Quality Control,Telecommunications,High Net Worth,N,No,12,4,0.92,0.92,0.92,0.92,845,0.5631250000000001,"Mount Gravatt East, Greater Brisbane, 4122, Queensland, Australia",-27.542813476856786,153.09041006805953
4854,Gerta,Porrett,Female,46,1959-11-13,Registered Nurse,Health,High Net Worth,N,No,12,2,0.47,0.47,0.47,0.47,851,0.5625,"Colac, Shire of Colac Otway, 3250, Victoria, Australia",-38.34549809285714,143.58323043571428
4855,Karrah,Howell,Female,63,1956-11-07,Civil Engineer,Manufacturing,Mass Customer,N,No,17,9,0.82,0.82,1.025,0.8712499999999999,851,0.5625,"Bow Bowing, Sydney, Campbelltown City Council, 2566, New South Wales, Australia",-34.02139715,150.83711905666667
4856,Alick,Baise,Male,62,1998-08-16,Pharmacist,Health,Mass Customer,N,Yes,1,8,0.86,1.075,1.075,0.91375,851,0.5625,"Werrington, Sydney, Penrith City Council, 2747, New South Wales, Australia",-33.754969462825784,150.75204990082304
4857,Casandra,Betteridge,Female,29,1942-09-10,Cost Accountant,Financial Services,Affluent Customer,N,Yes,9,10,0.88,1.1,1.375,1.375,854,0.561,"Oakleigh, Melbourne, City of Monash, 3166, Victoria, Australia",-37.90715324291667,145.10139873208334
