,first_name,last_name,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,property_valuation,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Rank,Value,geo_address,latitude,longitude,years_since_1st_DOB
4740,Fancie,Woofendell,Female,68,Research Nurse,Health,Mass Customer,N,Yes,6,7,0.59,0.7374999999999999,0.7374999999999999,0.626875,733,0.6625000000000001,"Helensvale, Gold Coast City, 4212, Queensland, Australia",-27.9203321955414,153.33288199745223,31.071868583162217
4741,Zebulen,Emtage,Male,52,Senior Developer,unknown,High Net Worth,N,Yes,17,7,0.96,1.2,1.2,1.2,733,0.6625000000000001,"Murphys Creek, Lockyer Valley Regional, 4352, Queensland, Australia",-27.47489170810811,151.9876341945946,28.027378507871322
4742,Micheil,Fleote,Male,48,Civil Engineer,Manufacturing,High Net Worth,N,No,16,9,0.94,0.94,1.175,1.175,739,0.66,"North Balgowlah, Sydney, Northern Beaches Council, 2093, New South Wales, Australia",-33.78638055408163,151.25324256938774,40.07939767282683
4743,Cecily,Faircley,Female,42,Accountant IV,IT,Affluent Customer,N,Yes,19,1,1.1,1.375,1.375,1.375,739,0.66,"Redbank Plains, Greater Brisbane, 4301, Queensland, Australia",-27.63144824718101,152.86786219881304,11.80561259411362
4744,Glory,Chilcott,Female,49,unknown,Telecommunications,High Net Worth,N,No,9,5,0.82,0.82,0.82,0.82,741,0.65875,"Redland Bay, Greater Brisbane, Redland City, 4165, Queensland, Australia",-27.606294488783945,153.2915393033058,4.049281314168378
4745,Sinclair,Wark,Male,68,Financial Analyst,Financial Services,Mass Customer,N,Yes,11,9,0.43,0.5375,0.671875,0.57109375,741,0.65875,"Burwood, Inner West, Sydney, 2134, New South Wales, Australia",-33.87477525294118,151.1035766764706,38.502395619438744
4746,Tomaso,Horsley,Male,97,Junior Executive,Financial Services,Mass Customer,N,Yes,10,6,0.83,1.0375,1.296875,1.10234375,741,0.65875,"Cranbourne West, Melbourne, City of Casey, 3977, Victoria, Australia",-38.09794173882979,145.26580881329787,65.65092402464066
4747,Gilli,Christophers,Female,70,Database Administrator IV,Property,Affluent Customer,N,Yes,17,9,0.52,0.65,0.8125,0.8125,744,0.65625,"Parrearra, Sunshine Coast Regional, 4575, Queensland, Australia",-26.72433675193133,153.12418829012876,12.528405201916495
4748,Errick,Burgin,Male,87,Professor,Entertainment,Mass Customer,N,No,11,2,0.47,0.47,0.5874999999999999,0.4993749999999999,744,0.65625,"San Isidore, Wagga Wagga City Council, 2650, New South Wales, Australia",-35.133451765868266,147.2970264053892,62.992470910335385
4749,Damian,Renard,Male,43,Software Consultant,Retail,Affluent Customer,N,No,8,10,0.54,0.54,0.675,0.675,744,0.65625,"Beaumont Hills, Hills District, Sydney, The Hills Shire Council, 2155, New South Wales, Australia",-33.688336075428566,150.93352293571428,40.90896646132786
4750,Agnola,Batterson,Female,86,Physical Therapy Assistant,Financial Services,Mass Customer,N,No,7,3,0.92,0.92,1.15,0.9775,747,0.6545,"Ipswich, Greater Brisbane, 4305, Queensland, Australia",-27.63190560792683,152.7519049567073,44.3668720054757
4751,Riki,Wandtke,Female,25,Librarian,Entertainment,Mass Customer,N,Yes,5,7,1.07,1.3375,1.3375,1.136875,748,0.65078125,"Algester, Greater Brisbane, 4115, Queensland, Australia",-27.625791736356877,153.03163566313756,26.72142368240931
4752,Mikol,Eck,Male,99,VP Marketing,Financial Services,Mass Customer,N,Yes,21,9,0.9,1.125,1.40625,1.1953125,748,0.65078125,"Cornubia, Greater Brisbane, 4130, Queensland, Australia",-27.66613666292135,153.2018701505618,39.9233401779603
4753,Phyllis,Wibberley,Female,7,Web Designer IV,Retail,Affluent Customer,N,No,11,12,0.83,0.83,1.0375,1.0375,750,0.65,"Lane Cove, Sydney, Lane Cove Municipal Council, 2066, New South Wales, Australia",-33.814083736190476,151.1690533295238,35.38672142368241
4754,Burt,Vasechkin,Male,33,Senior Sales Associate,Retail,Mass Customer,N,Yes,20,2,0.49,0.6125,0.6125,0.520625,751,0.648125,"Exford, Melbourne, City of Melton, 3338, Victoria, Australia",-37.7277806575,144.55555229,14.647501711156742
4755,Adriana,Saundercock,U,20,Nurse,IT,High Net Worth,N,Yes,14,7,0.51,0.6375,0.6375,0.6375,751,0.648125,"Berwick, Melbourne, City of Casey, 3806, Victoria, Australia",-38.026795677783426,145.3326304413828,36.5886379192334
4756,Trudie,Phinnessy,Female,45,unknown,Financial Services,Mass Customer,N,Yes,15,9,0.76,0.95,1.1875,1.009375,751,0.648125,"Werribee, Melbourne, City of Wyndham, 3030, Victoria, Australia",-37.893824220172085,144.69761997566923,24.867898699520875
4757,Frederigo,Cribbott,Male,35,Social Worker,Health,Mass Customer,N,No,16,8,1.06,1.06,1.06,0.901,754,0.646,"Homebush, Sydney, Strathfield Municipal Council, 2140, New South Wales, Australia",-33.85978548035714,151.07764425,29.56331279945243
4758,Glenda,Eliet,Female,87,Quality Control Specialist,unknown,Mass Customer,N,No,12,7,1.09,1.09,1.3625,1.158125,755,0.64,"Traralgon, City of Latrobe, 3844, Victoria, Australia",-38.1953172238342,146.54181226839378,38.81998631074607
4759,Darb,,Male,80,Food Chemist,Health,Affluent Customer,N,No,10,5,0.74,0.74,0.74,0.74,755,0.64,"Zillmere, Brisbane City, 4034, Queensland, Australia",-27.358549205388634,153.03367592074898,33.78507871321013
4760,Cal,Van den Velde,Male,22,Senior Sales Associate,Financial Services,Affluent Customer,N,Yes,6,6,0.65,0.8125,0.8125,0.8125,755,0.64,"Noble Park, Melbourne, City of Greater Dandenong, 3174, Victoria, Australia",-37.97490964761904,145.17940894285715,60.57221081451061
4761,Stephani,Sidsaff,Female,32,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,6,11,0.7,0.875,1.09375,0.9296875,755,0.64,"Chifley, Sydney, Randwick City Council, 2036, New South Wales, Australia",-33.969569091875,151.237806103125,38.105407255304584
4762,Meade,Bampton,Male,69,Health Coach III,Health,High Net Worth,N,No,17,7,0.85,0.85,0.85,0.85,755,0.64,"Cremorne, Sydney, North Sydney Council, 2090, New South Wales, Australia",-33.83030669,151.22585685,46.67488021902806
4763,Flore,Cashen,Female,79,unknown,Health,High Net Worth,N,No,17,4,0.51,0.51,0.51,0.51,760,0.6375,"Albury, Albury City Council, 2640, New South Wales, Australia",-36.08442952193627,146.9198178882353,42.83093771389459
4764,Leighton,Firbanks,Male,51,Teacher,Retail,Affluent Customer,N,No,21,3,0.4,0.4,0.4,0.4,760,0.6375,"Wynnum, Greater Brisbane, 4178, Queensland, Australia",-27.446093156261952,153.160858438652,38.33538672142368
4765,Petr,Westman,Male,5,Nurse Practicioner,Property,Mass Customer,N,No,7,7,0.77,0.77,0.77,0.6545,760,0.6375,"Buderim, Sunshine Coast Regional, 4556, Queensland, Australia",-26.703358515987865,153.06821565524262,52.19712525667351
4766,Yorgos,Dewhurst,Male,6,Software Consultant,Argiculture,Affluent Customer,N,No,16,1,1.07,1.07,1.07,1.07,760,0.6375,"Frenchville, Rockhampton Regional, 4701, Queensland, Australia",-23.346988230434782,150.5345745673913,15.049965776865161
4767,Simmonds,Bapty,Male,52,Junior Executive,Financial Services,Affluent Customer,N,No,8,12,0.46,0.46,0.5750000000000001,0.5750000000000001,760,0.6375,"Woollahra, Eastern Suburbs, Sydney, Woollahra Municipal Council, 2025, New South Wales, Australia",-33.88767918832808,151.24638639621452,66.3709787816564
4768,Hagen,MacCarter,Male,93,unknown,Entertainment,Affluent Customer,N,Yes,15,9,0.46,0.5750000000000001,0.7187500000000001,0.7187500000000001,760,0.6375,"Dingley Village, Melbourne, City of Kingston, 3172, Victoria, Australia",-37.9772334,145.13730513846153,47.46611909650924
4769,Cazzie,Stanwix,Male,37,Research Assistant IV,Manufacturing,High Net Worth,N,Yes,11,7,0.57,0.7124999999999999,0.7124999999999999,0.7124999999999999,760,0.6375,"Yandina, Sunshine Coast Regional, 4561, Queensland, Australia",-26.558146393333335,152.95318123333334,25.111567419575632
4770,Geoff,Gwillym,Male,89,Clinical Specialist,Health,Affluent Customer,N,No,8,4,0.91,0.91,1.1375,1.1375,760,0.6375,"East Maitland, Newcastle-Maitland, Maitland City Council, 2323, New South Wales, Australia",-32.78429626352941,151.56835419411763,63.50444900752909
4771,Simonette,,Female,4,VP Product Management,Manufacturing,Affluent Customer,N,Yes,6,8,0.44,0.55,0.55,0.55,760,0.6375,"Sutherland, Sydney, Sutherland Shire Council, 2232, New South Wales, Australia",-34.03018081297297,151.06119609567568,54.62286105407255
4772,Deirdre,Sturgeon,Female,11,VP Sales,Retail,Mass Customer,N,Yes,9,10,1.09,1.3625,1.703125,1.44765625,760,0.6375,"Sutherland, Sydney, Sutherland Shire Council, 2232, New South Wales, Australia",-34.03018081297297,151.06119609567568,30.33538672142368
4773,Andrea,Pendle,Female,86,unknown,unknown,High Net Worth,N,Yes,13,6,0.58,0.725,0.90625,0.90625,760,0.6375,"Strathpine, Greater Brisbane, City of Moreton Bay, 4500, Queensland, Australia",-27.303854159375,152.97218043984375,2.954140999315537
4774,Juliann,Siemantel,Female,86,Librarian,Entertainment,Mass Customer,N,No,22,8,0.92,0.92,1.15,0.9775,760,0.6375,"Glenroy, Melbourne, City of Merri-bek, 3046, Victoria, Australia",-37.71054439735099,144.9265799536424,12.314852840520192
4775,Janaye,Eade,Female,23,Chief Design Engineer,Health,Affluent Customer,N,No,4,3,0.82,0.82,0.82,0.82,760,0.6375,"Hilldale, Dungog Shire Council, 2420, New South Wales, Australia",-32.47453188157895,151.63269203947368,49.31143052703628
4776,Dylan,Stranio,Male,47,Project Manager,Manufacturing,High Net Worth,N,Yes,9,8,0.77,0.9625,0.9625,0.9625,773,0.63,"Liverpool, Sydney, Liverpool City Council, 2170, New South Wales, Australia",-33.93054862666666,150.91071889757575,17.61259411362081
4777,Mel,Rochford,Female,11,Assistant Professor,Retail,Mass Customer,N,Yes,4,9,0.86,1.075,1.34375,1.1421875,774,0.626875,"Yarraville, Melbourne, City of Maribyrnong, 3013, Victoria, Australia",-37.81578395416667,144.87742741521467,53.9192334017796
4778,Elvin,Trayhorn,Male,46,VP Accounting,Financial Services,High Net Worth,N,No,10,10,1.03,1.03,1.2875,1.2875,774,0.626875,"Kurnell, Sydney, Sutherland Shire Council, 2231, New South Wales, Australia",-34.00855865,151.2145179625,57.779603011635864
4779,Dmitri,Viant,U,62,Paralegal,Financial Services,Affluent Customer,N,No,5,1,0.86,0.86,0.86,0.86,774,0.626875,"Churchill, City of Latrobe, 3842, Victoria, Australia",-38.313189666666666,146.42242253333333,36.5886379192334
4780,Sonni,Milligan,Female,73,Budget/Accounting Analyst III,Retail,Mass Customer,N,Yes,14,9,0.74,0.925,1.15625,0.9828125,774,0.626875,"Mulgrave, Melbourne, City of Monash, 3170, Victoria, Australia",-37.92278395888662,145.17864898181818,52.53661875427789
4781,Kellina,Haygreen,Female,38,Librarian,Entertainment,Affluent Customer,N,No,18,10,0.41,0.41,0.5125,0.5125,778,0.625,"Five Dock, Inner West, Sydney, City of Canada Bay Council, 2046, New South Wales, Australia",-33.86407893225806,151.12736497096773,30.412046543463383
4782,Yuma,Dennick,Male,40,unknown,Manufacturing,Mass Customer,N,Yes,6,8,0.61,0.7625,0.7625,0.648125,778,0.625,"Warilla, Shellharbour City Council, 2528, New South Wales, Australia",-34.554397119565216,150.85909015217393,37.22108145106092
4783,Ashleigh,,Female,46,Budget/Accounting Analyst III,unknown,Mass Customer,N,Yes,6,12,0.55,0.6875,0.859375,0.73046875,780,0.6242187499999999,"Bentleigh, Melbourne, City of Glen Eira, 3204, Victoria, Australia",-37.91795392994186,145.03955651162792,60.62149212867899
4784,Therese,Brotherhood,Female,30,Food Chemist,Health,Mass Customer,N,No,10,10,0.58,0.58,0.725,0.61625,780,0.6242187499999999,"Newtown, Inner West, Sydney, Inner West Council, 2042, New South Wales, Australia",-33.89727160526316,151.17829179824562,45.93292265571527
4785,Pansie,Beccero,Female,35,Software Test Engineer I,Financial Services,Affluent Customer,N,Yes,10,5,0.61,0.7625,0.7625,0.7625,782,0.6204999999999999,"Deeragun, Townsville City, 4818, Queensland, Australia",-19.253726404081632,146.6833355877551,28.876112251882272
4786,Reinaldos,Simmig,Male,55,Nurse Practicioner,Manufacturing,High Net Worth,N,No,8,10,0.6,0.6,0.75,0.75,782,0.6204999999999999,"Ashburton, Melbourne, City of Boroondara, 3147, Victoria, Australia",-37.8637149436,145.0795339408,19.40041067761807
4787,Calhoun,Mussington,Male,98,Dental Hygienist,Health,Mass Customer,N,No,12,9,0.72,0.72,0.8999999999999999,0.7649999999999999,782,0.6204999999999999,"Botany, Sydney, Bayside Council, 2019, New South Wales, Australia",-33.94965995,151.20431378333333,57.14442162902122
4788,Winn,Wells,Male,66,Analyst Programmer,Manufacturing,Affluent Customer,N,No,9,10,0.96,0.96,1.2,1.2,785,0.62,"Cronulla, Sydney, Sutherland Shire Council, 2230, New South Wales, Australia",-34.05987198148148,151.1487288962963,58.639288158795345
4789,Rafi,Brettelle,Male,89,Operator,Health,High Net Worth,N,No,6,10,0.61,0.61,0.7625,0.7625,786,0.61625,"Cabramatta, Sydney, Fairfield City Council, 2166, New South Wales, Australia",-33.89343452013889,150.93903120625,20.974674880219027
4790,Fey,,Female,48,Research Nurse,Health,High Net Worth,N,Yes,11,12,0.7,0.875,1.09375,1.09375,786,0.61625,"Ashburton, Melbourne, City of Boroondara, 3147, Victoria, Australia",-37.8637149436,145.0795339408,22.036960985626283
4791,Verne,Loalday,Male,1,Marketing Assistant,IT,High Net Worth,N,No,7,10,0.77,0.77,0.9625,0.9625,788,0.6125,"Berowra Heights, Sydney, The Council of the Shire of Hornsby, 2082, New South Wales, Australia",-33.597400171428575,151.14021177142857,46.57631759069131
4792,Eleonora,Wiszniewski,Female,49,Financial Advisor,Financial Services,Affluent Customer,N,No,9,2,1.09,1.09,1.09,1.09,788,0.6125,"North Mackay, Mackay Regional, 4740, Queensland, Australia",-21.124333039534886,149.19110012093023,44.67077344284736
4793,Fayre,Brannigan,Female,32,Geological Engineer,Manufacturing,Mass Customer,N,Yes,9,10,1.07,1.3375,1.671875,1.42109375,788,0.6125,"Menai, Sydney, Sutherland Shire Council, 2234, New South Wales, Australia",-34.010097261764706,151.02205581176472,57.14442162902122
4794,Eachelle,Noirel,Female,93,Registered Nurse,Health,Affluent Customer,N,Yes,11,6,0.99,1.2375,1.546875,1.546875,791,0.612,"Broadmeadow, Newcastle-Maitland, Newcastle City Council, 2292, New South Wales, Australia",-32.92248954444444,151.73100723333332,38.431211498973305
4795,Carl,Troyes,Male,4,Associate Professor,Property,Mass Customer,N,No,7,10,0.55,0.55,0.6875,0.584375,791,0.612,"Doncaster East, Melbourne, City of Manningham, 3109, Victoria, Australia",-37.781626107166126,145.16264573941368,37.555099247091036
4796,Cordie,Brankley,Female,79,Librarian,Entertainment,High Net Worth,N,No,18,6,0.55,0.55,0.55,0.55,793,0.6109375000000001,"Wiley Park, Sydney, Canterbury-Bankstown Council, 2195, New South Wales, Australia",-33.92223304337748,151.06776786125826,19.082819986310746
4797,Jackie,Pays,Male,21,Developer I,Health,Mass Customer,N,No,9,12,0.49,0.49,0.6125,0.520625,794,0.6056249999999999,"Strathfield, Inner West, Sydney, Strathfield Municipal Council, 2135, New South Wales, Australia",-33.87680999230769,151.08876501923078,20.216290212183434
4798,Carroll,Schlagman,Female,61,Clinical Specialist,Health,Affluent Customer,N,No,13,9,0.7,0.7,0.875,0.875,795,0.6034999999999999,"Dee Why, Sydney, Northern Beaches Council, 2099, New South Wales, Australia",-33.7493594,151.28604926265822,16.008213552361397
4799,Frans,Idale,Male,1,Nurse,Manufacturing,Mass Customer,N,No,10,2,0.93,0.93,0.93,0.7905,795,0.6034999999999999,"Harristown, Toowoomba Regional, 4350, Queensland, Australia",-27.57856169467005,151.93171747648054,34.116358658453116
4800,Amara,Clow,Female,47,Biostatistician IV,Financial Services,Mass Customer,N,Yes,13,12,0.56,0.7000000000000001,0.8750000000000001,0.74375,797,0.6,"Kew, Melbourne, City of Boroondara, 3101, Victoria, Australia",-37.80146334467213,145.0350847114754,31.238877481177276
4801,Anthony,Morison,Male,7,General Manager,Health,Mass Customer,N,No,12,9,1.03,1.03,1.2875,1.094375,797,0.6,"St Clair, Sydney, Penrith City Council, 2759, New South Wales, Australia",-33.79928876424581,150.79261578731047,2.7953456536618755
4802,Cherye,Stanfield,Female,0,Environmental Tech,Manufacturing,Affluent Customer,N,No,13,9,0.64,0.64,0.8,0.8,797,0.6,"Umina Beach, Gosford, Central Coast Council, 2256, New South Wales, Australia",-33.524669882467535,151.3101954435065,45.869952087611225
4803,Ansell,Tolhurst,Male,77,Chemical Engineer,Manufacturing,Affluent Customer,N,No,22,10,0.95,0.95,1.1875,1.1875,797,0.6,"Sutherland, Sydney, Sutherland Shire Council, 2232, New South Wales, Australia",-34.03018081297297,151.06119609567568,13.971252566735114
4804,Erminie,Rabidge,Female,64,unknown,Manufacturing,High Net Worth,N,No,17,8,0.46,0.46,0.46,0.46,801,0.59765625,"Liverpool, Sydney, Liverpool City Council, 2170, New South Wales, Australia",-33.93054862666666,150.91071889757575,46.54620123203286
4805,Rosene,Beckey,Female,25,Account Executive,Health,Mass Customer,N,Yes,14,11,1.02,1.275,1.59375,1.3546875,801,0.59765625,"Avalon Beach, Sydney, Northern Beaches Council, 2107, New South Wales, Australia",-33.629076205627356,151.32707744773828,38.7460643394935
4806,Darlleen,Shalcras,Female,77,Health Coach I,Health,Mass Customer,N,No,11,10,0.47,0.47,0.5874999999999999,0.4993749999999999,801,0.59765625,"Surry Hills, Sydney, Council of the City of Sydney, 2010, New South Wales, Australia",-33.88344055090909,151.2136974878788,45.06502395619439
4807,Bryon,Goundry,Male,79,Marketing Manager,Manufacturing,Mass Customer,N,No,21,5,1.0,1.0,1.0,0.85,804,0.5950000000000001,"Redland Bay, Greater Brisbane, Redland City, 4165, Queensland, Australia",-27.606294488783945,153.2915393033058,15.457905544147843
4808,Sherwin,Minocchi,Male,71,Project Manager,unknown,Mass Customer,N,Yes,11,8,0.85,1.0625,1.0625,0.903125,804,0.5950000000000001,"Eurobodalla Shire Council, 2536, New South Wales, Australia",-35.73257328937008,150.1997542472441,11.890485968514716
4809,Luci,Dyter,Female,12,Software Test Engineer I,Manufacturing,High Net Worth,N,No,20,7,0.77,0.77,0.77,0.77,804,0.5950000000000001,"Bayles, Melbourne, Shire of Cardinia, 3981, Victoria, Australia",-38.19661928888889,145.5759002,16.772073921971252
4810,Sloan,Pudney,Male,83,Junior Executive,Financial Services,Affluent Customer,N,No,16,9,0.68,0.68,0.8500000000000001,0.8500000000000001,804,0.5950000000000001,"Mountain Creek, Sunshine Coast Regional, 4557, Queensland, Australia",-26.71219219115646,153.10621137959185,29.22108145106092
4811,Otes,Elegood,Male,67,Programmer III,Financial Services,High Net Worth,N,No,21,11,1.04,1.04,1.3,1.3,808,0.595,"Como, Sydney, Sutherland Shire Council, 2226, New South Wales, Australia",-34.00879439166667,151.06303824722224,5.262149212867898
4812,Davie,Blay,Male,94,Financial Analyst,Financial Services,Mass Customer,N,No,8,7,0.59,0.59,0.7374999999999999,0.626875,808,0.595,"Whalan, Sydney, Blacktown City Council, 2770, New South Wales, Australia",-33.75798494819277,150.8146173433735,50.327173169062284
4813,Dorolice,Osmon,Female,46,unknown,Financial Services,Affluent Customer,N,No,15,6,1.09,1.09,1.09,1.09,810,0.5874999999999999,"Glenroy, Melbourne, City of Merri-bek, 3046, Victoria, Australia",-37.71054439735099,144.9265799536424,25.401779603011637
4814,Meade,McReedy,Female,94,Safety Technician IV,Financial Services,Affluent Customer,N,Yes,9,10,0.78,0.975,1.21875,1.21875,810,0.5874999999999999,"Canterbury, Inner West, Sydney, Canterbury-Bankstown Council, 2193, New South Wales, Australia",-33.91212780691435,151.1208000356037,33.256673511293634
4815,Rikki,Chaffey,Male,69,Chemical Engineer,Manufacturing,Mass Customer,N,No,20,1,0.84,0.84,0.84,0.714,810,0.5874999999999999,"Springwood, Greater Brisbane, 4127, Queensland, Australia",-27.623824784782606,153.1342573972826,9.804243668720055
4816,Adria,Van den Velde,Female,39,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,9,7,0.51,0.6375,0.6375,0.6375,810,0.5874999999999999,"Central Coast Council, 2261, New South Wales, Australia",-33.35283748787879,151.4686788909091,42.8829568788501
4817,Dmitri,,Male,72,unknown,Financial Services,High Net Worth,N,Yes,15,4,1.05,1.3125,1.3125,1.3125,810,0.5874999999999999,"Wodonga, City of Wodonga, 3690, Victoria, Australia",-36.13700631022639,146.87306006393442,55.460643394934976
4818,Maddalena,Hencke,Female,61,Help Desk Operator,unknown,High Net Worth,N,No,22,5,0.59,0.59,0.59,0.59,810,0.5874999999999999,"Morningside, Greater Brisbane, 4170, Queensland, Australia",-27.471774994495128,153.07475502107607,17.300479123887747
4819,Rand,Winchcum,Male,34,Software Consultant,unknown,Affluent Customer,N,No,3,7,0.99,0.99,0.99,0.99,810,0.5874999999999999,"Toongabbie, Sydney, City of Parramatta Council, 2146, New South Wales, Australia",-33.79022350909091,150.9519681090909,64.63518138261465
4820,Rowen,Sollas,Male,38,Dental Hygienist,Health,Mass Customer,N,No,5,8,0.78,0.78,0.78,0.663,817,0.5864999999999999,"Buderim, Sunshine Coast Regional, 4556, Queensland, Australia",-26.703358515987865,153.06821565524262,24.670773442847366
4821,Boothe,Hayselden,Male,42,Computer Systems Analyst III,Health,Mass Customer,N,Yes,17,10,0.51,0.6375,0.796875,0.67734375,817,0.5864999999999999,"Merewether, Newcastle-Maitland, Newcastle City Council, 2291, New South Wales, Australia",-32.94342321875,151.750428425,4.739219712525667
4822,Noak,Sleany,Male,1,Budget/Accounting Analyst I,Financial Services,Affluent Customer,N,No,17,10,0.5,0.5,0.625,0.625,817,0.5864999999999999,"Richmond, Melbourne, City of Yarra, 3121, Victoria, Australia",-37.82115917059801,145.00181271960133,29.700205338809035
4823,Callean,Wass,Male,65,GIS Technical Architect,Financial Services,Affluent Customer,N,No,14,8,0.59,0.59,0.59,0.59,820,0.584375,"Reservoir, Melbourne, City of Darebin, 3073, Victoria, Australia",-37.71534802820513,145.01219166813186,53.31690622861054
4824,Keelby,Sudlow,Male,96,Marketing Assistant,Manufacturing,High Net Worth,N,No,12,8,0.83,0.83,1.0375,1.0375,820,0.584375,"Murrumbeena, Melbourne, City of Glen Eira, 3163, Victoria, Australia",-37.889989175784756,145.0660464443946,53.02943189596167
4825,Rodrique,Vernon,Male,70,Budget/Accounting Analyst III,Manufacturing,Affluent Customer,N,No,17,8,0.49,0.49,0.49,0.49,820,0.584375,"Noble Park, Melbourne, City of Greater Dandenong, 3174, Victoria, Australia",-37.97490964761904,145.17940894285715,42.95687885010267
4826,Brod,Attrey,Male,46,Budget/Accounting Analyst III,unknown,Mass Customer,N,Yes,14,8,0.84,1.05,1.05,0.8925,820,0.584375,"Campsie, Sydney, Canterbury-Bankstown Council, 2194, New South Wales, Australia",-33.91109602142857,151.1022364142857,31.20602327173169
4827,Manny,Mandy,Male,36,Account Representative III,Argiculture,Mass Customer,N,No,16,7,0.74,0.74,0.74,0.629,820,0.584375,"South Maclean, Greater Brisbane, 4280, Queensland, Australia",-27.811029426086957,152.97775998043477,41.437371663244356
4828,Becky,Lassen,Female,11,Sales Associate,Financial Services,Mass Customer,N,Yes,7,8,0.42,0.525,0.525,0.44625,820,0.584375,"MacMasters Beach, Central Coast Council, 2251, New South Wales, Australia",-33.487733295327104,151.3977225973832,37.719370294318956
4829,Tessa,Heakey,Female,43,Senior Financial Analyst,Financial Services,Mass Customer,N,No,9,6,0.67,0.67,0.67,0.5695,820,0.584375,"Harkness, Melbourne, City of Melton, 3337, Victoria, Australia",-37.67046588947368,144.57095109473684,35.77275838466804
4830,Herbert,Henryson,Male,21,Marketing Manager,unknown,Mass Customer,N,No,4,9,1.07,1.07,1.3375,1.136875,820,0.584375,"Warilla, Shellharbour City Council, 2528, New South Wales, Australia",-34.554397119565216,150.85909015217393,60.134154688569474
4831,Cristie,Bence,Female,49,Automation Specialist II,unknown,High Net Worth,N,No,9,8,0.94,0.94,0.94,0.94,828,0.58,"Mount Gravatt East, Greater Brisbane, 4122, Queensland, Australia",-27.542813476856786,153.09041006805953,64.65434633812457
4832,Renate,Whyte,Female,60,Registered Nurse,Health,High Net Worth,N,Yes,15,7,0.48,0.6,0.6,0.6,828,0.58,"Jerrabomberra, Queanbeyan-Palerang Regional Council, 2620, New South Wales, Australia",-35.40155569672131,149.19710846557376,28.295687885010267
4833,Toma,Woolforde,Female,67,Cost Accountant,Financial Services,Mass Customer,N,Yes,5,12,0.65,0.8125,1.015625,0.86328125,830,0.5780000000000001,"Seaforth, Sydney, Northern Beaches Council, 2092, New South Wales, Australia",-33.78485550503145,151.24106370251573,56.54757015742642
4834,Dorie,Dunleavy,Female,24,Registered Nurse,Health,Affluent Customer,N,No,12,4,0.69,0.69,0.69,0.69,830,0.5780000000000001,"Sebastopol, Ballarat, City of Ballarat, 3356, Victoria, Australia",-37.58964577391304,143.82611413043477,26.702258726899384
4835,Ellie,Toope,Female,29,Staff Accountant III,Property,High Net Worth,N,Yes,4,11,0.81,1.0125,1.265625,1.265625,832,0.5750000000000001,"Annangrove, Sydney, The Hills Shire Council, 2156, New South Wales, Australia",-33.67896110666667,150.97742291666668,37.97125256673511
4836,Leonora,Swetenham,Female,66,unknown,IT,Mass Customer,N,Yes,10,10,0.71,0.8875,1.109375,0.94296875,832,0.5750000000000001,"Bondi Beach, Sydney, Waverley Council, 2026, New South Wales, Australia",-33.890763394270834,151.2676076510417,32.120465434633815
4837,Teodor,Mullinder,Male,56,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,11,5,0.94,0.94,0.94,0.94,832,0.5750000000000001,"Belmont, Geelong, City of Greater Geelong, 3216, Victoria, Australia",-38.17780916218679,144.33467780546695,27.01163586584531
4838,Jared,Fendlow,Male,79,Media Manager II,Financial Services,Mass Customer,N,No,15,7,0.61,0.61,0.61,0.5185,832,0.5750000000000001,"Advancetown, Gold Coast City, 4211, Queensland, Australia",-28.02440771293286,153.27420449250883,28.008213552361397
4839,Porty,Hansed,U,88,General Manager,IT,Mass Customer,N,No,13,11,0.97,0.97,1.2125,1.030625,832,0.5750000000000001,"Ryde, Sydney, Council of the City of Ryde, 2112, New South Wales, Australia",-33.81396411527778,151.11311020833332,36.5886379192334
4840,Andy,Deeming,Male,79,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,Yes,7,8,0.96,1.2,1.2,1.2,832,0.5750000000000001,"Buderim, Sunshine Coast Regional, 4556, Queensland, Australia",-26.703358515987865,153.06821565524262,43.383983572895275
4841,Monty,Thomazin,Male,7,Quality Engineer,unknown,Mass Customer,N,Yes,13,10,0.79,0.9875,1.234375,1.04921875,838,0.57375,"Bulleen, Melbourne, City of Manningham, 3105, Victoria, Australia",-37.7722622451074,145.08853773699283,16.0684462696783
4842,Briano,Janowski,Male,66,Analyst Programmer,unknown,Mass Customer,N,No,7,8,1.04,1.04,1.04,0.884,838,0.57375,"Lane Cove, Sydney, Lane Cove Municipal Council, 2066, New South Wales, Australia",-33.814083736190476,151.1690533295238,58.902121834360024
4843,Ginger,,Male,94,Human Resources Manager,unknown,Mass Customer,N,No,11,8,0.65,0.65,0.8125,0.6906249999999999,840,0.57109375,"Warnervale, Central Coast Council, 2259, New South Wales, Australia",-33.243222411184206,151.45501729210528,3.4962354551676933
4844,Logan,Colomb,Male,74,Recruiter,unknown,Mass Customer,N,Yes,19,8,0.75,0.9375,0.9375,0.796875,840,0.57109375,"Colebee, Sydney, Blacktown City Council, 2761, New South Wales, Australia",-33.72644150471698,150.85082548867925,12.361396303901437
